Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags
MADHUSET PIZZA & SANDWICH,"Gammelmosevej 121A, 2800 Kongens Lyngby",Madhuset,"4,5",135,1-100 kr a persona,
KOPAN ApS,"Gladsaxevej 19, 1. tv, 2860 Søborg",,,,,
HOLMS BAGER ApS,"Falkoner Alle 21, st. 2310, 2000 Frederiksberg",Holm's Bakery & Café,"3,1",233,,", , , , , , , , , "
MOMO WOK BOX ApS,"Frederiksberggade 15, st. th, 1459 København K",,,,,
SOLSKOV-BAHI HOLDING ApS,"Rantzausgade 20, 2200 København N",,,,,
CAFE PHENIX - CITY ApS,"Valby Langgade 76, 2500 Valby",,,,,
HOTDOGDELI & COPENHAGEN HOTSAUCE ApS,"Scandiagade 52, st. tv, 2450 København SV",,,,,
LOTTENBORG KRO ApS,"Lottenborgvej 14, 2800 Kgs.Lyngby",Lottenborg Kro,"3,7",28,,
Spisehuz,"Lille Torv 18, 3700 Rønne",Hovedvagten,"4,4",218,,", "
Warung ApS,"Hans Hedtofts Gade 5, 4. tv, 2300 København S",Warung,"4,7",94,,", , , , , , , , , "
Cafe Express Afe ApS,"Husumvej 113A, 2700 Brønshøj",,,,,
Kebab Huset Smidstrup,"Sognevej 1A, 3250 Gilleleje",,,,,
Burger Primo ApS,"Borups Allé 205, 2400 København NV",Burger Primo,"3,0",18,,
BarShu ApS,"Amagerbrogade 4, st. th, 2300 København S",,,,,
Hut li Hut,"Lindeplads 1, 3770 Allinge",Hut Li Hut,"4,1",81,,
Cafe Promenaden ApS,"Vognmagergade 8B, 1120 København K",Promenaden 1932,"4,1",495,200-300 kr a persona,", , , , , , , , , "
Nuova Italia 3 ApS,"Lilletoften 129A, 2740 Skovlunde",Il Nuova Bistro Restaurant & Cafe,"4,3",505,,", , , , , "
Connection by Alan Bates,"Øster Farimagsgade 18, 2100 København Ø",Connection by Alan Bates,"4,9",71,Più di 1000 kr a persona,", , , , , , , , , "
Det Sunde Køkken ApS,"Lyngby Hovedgade 76, 2800 Kgs. Lyngby",Det Sunde Køkken,"4,3",391,100-200 kr a persona,", , , , "
Moems Aps,"Hovedgaden 437B, 2640 Hedehusene",Café Moems,"4,7",99,,
Couloir ApS - Bogholderi,"Slettevang 7, 2970 Hørsholm",,,,,
Hal 4 og 5,"Skovshoved Havn 14, 2920 Charlottenlund",,,,,
Restaurant Dong Fang,"Store Torvegade 22A, 3700 Rønne",Dong Fang,"3,5",624,200-300 kr a persona,", , , , "
Tradizione Italiana Da Vitto ApS,"Langelinie Allé 17, 2100 København Ø",,,,,
Air Group Administration ApS,"Bibliotekvej 49, 2650 Hvidovre",Air Group A/S,"2,3",3,,
Charlottenlundfortets restaurant,"Strandvejen 150, 2920 Charlottenlund",Restaurant Charlottenlund Fort,"4,3",616,,", , , , , , , , , "
THE VIETNAMESE,"Store Kongensgade 91, st., 1264 København K",THE VIETNAMESE,"4,5",580,,", , , , , , , , , "
Bakkens Pizza ApS,"Ibstrupvænget 9, 1. 1, 2820 Gentofte",,,,,
EAVE ApS 1.1.2018,"Præstevænget 8, 3720 Aakirkeby",,,,,
Osteria 16 Sønderbouldevard,"Sønder Boulevard 54, 1720 København V",,,,,
lille ApS,"Refshalevej 213B, st., 1432 København K",,,,,
The Roots Mad & Kaffebar,"Ulrikkenborg Plads 1, st. 1, 2800 Kgs. Lyngby",The Roots,"4,7",124,100-200 kr a persona,", , , , "
Le Coq En Pâte I/S,"Landskronagade 4, 2100 København Ø",Coq en Pate,"4,6",523,,", , , , , , , , , "
Savana ApS,"Nordre Frihavnsgade 60, st., 2100 København Ø",Restaurant Savana,"4,3",377,,", , , , , , , , , "
Marco Maximo Murolo ApS,"Borups Alle 146, 4. tv, 2000 Frederiksberg",,,,,
Pinocchio Mad ApS,"Elbagade 19, 4. th, 2300 København S",,,,,
Deniz Café og Pizza ApS,"Sorgenfri Torv 15, 2830 Virum",,,,,
Crazy Crispy Chicken ApS,"Sortemosevej 183, 2730 Herlev",,,,,
Nyhavn 14 ApS,"Marielundvej 34A, 2730 Herlev",,,,,
Jakobsens Pita Hornbæk,"Øresundsvej 2, 3100 Hornbæk",,,,,
Vanløse lager,"Skjulhøj Allé 8, 2720 Vanløse",,,,,
co poke,"Vesterbrogade 6D, kl., 1620 København V",Copoke,"4,2",88,100-200 kr a persona,", , , , , , , , , "
Cafe O. Invest ApS,"Stenløsevej 79, 2700 Brønshøj",,,,,
PanPan ApS,"Roskildevej 38, 2000 Frederiksberg",,,,,
Restaurant Sejlklubben Frem,"Strandvænget 65, 2100 København Ø",Restaurant Sejlklubben Frem,"4,0",249,,
Ciao Pasta Frederiksberg,"Ærøvej 2, 2000 Frederiksberg",,,,,
Dubliner Downtown,"Ny Østergade 14, 1101 København K",The Dubliner,"4,1",719,,", , , , , , , , , "
DUBLINER DK ApS,"Ny Østergade 14, 1101 København K",,,,,
Cafe Ravnsborg ApS,"Arne Jacobsens Allé 9, 2300 København S",,,,,
Virksomhedens kontor,"Esplanaden 36, 4. tv, 1263 København K",,,,,
AMAGER SELSKABSLOKALER ApS,"Markmandsgade 9, 2300 København S",Amager Selskabslokaler ApS,"3,1",37,,
GULDBERGSGADE ApS,"Guldbergsgade 29, 2200 København N",,,,,
Magi Sushi,"Tagensvej 179, 2400 København NV",Magi Sushi & Wok,"1,0",,,
Jein Holding ApS,"Syvens Allé 8, 3. th, 2300 København S",,,,,
HC Andersen Huset,"Bryggervej 48, 3200 Helsinge",H.C Andersen Huset,"4,5",148,,
Wok & Thai Restaurant,"Frederikssundsvej 68, 2400 København NV",Wok N Thai,"3,7",48,100-200 kr a persona,", , , "
Café Hverdag,"Stationstorvet 6, 3650 Ølstykke",Café Hverdag,"4,6",61,100-200 kr a persona,", "
Driftsselskabet af 05.10.2022 ApS,"Masnedøgade 4, 2100 København Ø",,,,,
Kebabistan,"Nørrebrogade 162, st. tv, 2200 København N",Kebabistan,"4,0",688,1-100 kr a persona,", , , , , , , , , "
Guldmagerens Hus,"Nyhavn 61, 1051 København K",Guldmagerens Hus,"2,8",169,,", , , , , , , , , "
Café Havestuen I/S,"Bakkebjergvej 30, 3230 Græsted",Café Havestuen,"4,8",93,1-200 kr a persona,
Sushi Mura ApS,"Frederiksgade 5A, 3400 Hillerød",,,,,
La Banchina ApS,"Sankt Annæ Gade 31, 2. tv, 1416 København K",Sushi Mura Hillerød,"4,7",75,100-200 kr a persona,
Hong Special ApS,"Hannemanns Allé 12U, st. 1, 2300 København S",,,,,
Banken Bornholm ApS,"Kirkegade 2, 3770 Allinge",,,,,
Restaurant Sult,"Gothersgade 55, 1123 København K",,,,,", , , , , , , , , "
Amadeus LHJ ApS,"Nygård, 3000 Helsingør",,,,,
Brøndbyernes Cafeteria,"Brøndby Stadion 26, 2605 Brøndby",,,,,
The Fish Project Reffen,"Refshalevej 167, 1432 København K",The Fish Project Reffen,"4,4",17,100-200 kr a persona,", , "
Osteria 16 Ravnsborggade,"Ravnsborggade 14B, 2200 København N",Osteria 16,"4,4",126,,", , , , , , , , , "
Öz Konya,"Rødovre Centrum 1C, st. 86, 2610 Rødovre",Öz Konya Kebab Rødovre,"2,9",102,1-100 kr a persona,", , , "
Københavner Caféen ApS,"H.C. Andersens Boulevard 41, 1. th, 1553 København V",,,,,
Trattoria Nuova Italia ApS,"Fortvej 1, 2610 Rødovre",,,,,
RIO BRAVO V/PER HELMUTH JENSEN,"Vester Voldgade 86, 1552 København V",Rio Bravo,"3,9",2.831,,", , , , , , , , , "
TINGGÅRDEN A/S,"Klitrosevej 2, 3300 Frederiksværk",Tinggården,,,,
Ozan ApS,"Kirkebjerg Parkvej 2B, 1. tv, 2600 Glostrup",,,,,
Nyhavnscafeen ApS,"Nyhavn 33, 1051 København K",,,,,
Grand B,"Traverbanevej 10, 2920 Charlottenlund",Grand B,"4,1",9,,
Tacosu+,"Slotsarkaderne 225, 3400 Hillerød",SlotsArkaderne,"4,1",5.646,,", , , , , , , , , , , , , , , , , , "
Kinome ApS,"Lehwaldsvej 5, 2. n, 2800 Kgs. Lyngby",,,,,
MULGEO group ApS,"Kirstinehøj 36C, 2770 Kastrup",,,,,
GORM's CPH T2 ApS,"Terminalgade 3, 2770 Kastrup",Gorm's,"1,7",665,100-200 kr a persona,", , , , , , , , , "
Kjelsmark I/S,"Nyvej 18, 3360 Liseleje",Bo Kjeldsmark Automobiler,"4,3",298,,
Epicurus ApS,"Randersvej 2, 3000 Helsingør",,,,,
SAS BAGEL & JUICE,"Humlebæk Center 29C, 3050 Humlebæk",,,,,", , , "
Pronto Pizzeria Italiana v/Rzger Fadel,"Peter Bangs Vej 46, 2000 Frederiksberg",,,,,
BURGER KING,"Vesterbrogade 2 b, 1620 København V",,,,,", , , , , , , , , "
Le Diamant Bistro ApS,"Østergade 59, 1100 København K",,,,,", , , , , , , , , "
Un Mercato,"Frederiksborggade 19, 1360 København K",,,,,", , , , , , , , , "
Ristorante Retro Gusto I/S,"Vesterbrogade 31, 1620 København V",,,,,", , , , , , , , , "
KURIOSUM ApS,"Østrupvej 3, 3480 Fredensborg",,,,,
Mama Mia Pizzabar & Cafe I/S,"Nordre Strandvej 355, 3100 Hornbæk",,,,,
Oysters and Grill,"Sjællandsgade 1B, 2200 København N",,,,,", , , , , , , , , "
LE PAPILLON ApS,"Liselejevej 64, 3360 Liseleje",,,,,
UNA ApS,"Oehlenschlægersgade 53A, st., 1663 København V",,,,,
EL MESON ApS,"Hauser Plads 12, 1127 København K",,,,,", , , , , , , , , "
WOK ON ApS,"Højbro Plads 19, kl., 1200 København K",,,,,", , , , , , , , , "
Sushi2500,"Skolegade 19, 2500 Valby",,,,,
CECA FOODS HØRSHOLM ApS,"Christianshusvej 24, 2970 Hørsholm",,,,,
Restaurant La Fiesta Maxicana v/Ezzat Mohamed E Abd El Razek,"Frederiksberg Alle 21B, 1820 Frederiksberg C",,,,,
PATÉ ApS,"Slagterboderne 1, 1716 København V",,,,,", , , , , , , , , "
Café G,"Kejsergade 2, st. tv, 1155 København K",,,,,
VAIA ApS,"Nyhavn 31, 1051 København K",,,,,
CAFÉ FLOTTENHEIMER ApS,"Skindergade 20, 1159 København K",,,,,", , , , , , , , , "
MASH STEAK ApS,"Niels Hemmingsens Gade 20B, 1. 1, 1153 København K",,,,,
Mother Restaurant ApS,"Høkerboderne 9 - 15, 1712 København V",,,,,", , , , , , , , , "
Burger King - Taastrup,"Helgeshøj Alle 32B, 2630 Taastrup",,,,,", , , , "
"2153, Meyers Edison Cafe","Holmbladsgade 133, st., 2300 København S",,,,,
Lunden 2200 ApS,"Lundtoftegade 21C, 2200 København N",,,,,
Öz Konya Kebab v/Matin Ghazi Hohamad Saleh,"Frederikssundsvej 14A, 2400 København NV",,,,,
Shaki Indisk Restaurant v/Anwarullah Anwar Khustai,"Skindergade 42, 1159 København K",,,,,
CBJ-HOLDING A/S,"Piniehøj 13, 2960 Rungsted Kyst",,,,,
TWINS IN TWEED ApS,"Blågårdsgade 2E, 2200 København N",,,,,
Mammas København,"Regnbuepladsen 3, 1550 København V",,,,,", , , , , , , , , "
ZhenZhen,"Kanalens Kvt 162, 2620 Albertslund",,,,,
You Sushi Hillerød ApS,"Nordre Jernbanevej 44, st., 3400 Hillerød",,,,,", , "
"Café & Øl-Halle ""1892""","Rømersgade 22, 1362 København K",,,,,", , , , , , , , , "
Restaurant Hummer ApS,"Nyhavn 63A, 1051 København K",,,,,", , , , , , , , , "
MARLI foods ApS,"Herlev Hovedgade 102, 2730 Herlev",,,,,
Restaurant Les Trois Cochons,"Værnedamsvej 10, 1619 København V",,,,,", , , , , , , , , "
il Senso,"Gothersgade 87, 1123 København K",,,,,
Cafe Petersborg,"Bredgade 76, 1260 København K",,,,,", , , , , , , , , "
TREKOSTEN AB ApS,"Nivå Strandpark 29, 2990 Nivå",,,,,", , , , , , "
"HMSHOST DENMARK, FILIAL AF HMSHOST SWEDEN AB, SVERIGE","Kastrup Tværvej B 1, 2770 Kastrup",,,,,
HUKSFLUKS ApS,"Gråbrødretorv 6 - 8, 1154 København K",,,,,", , , , , , , , , "
Khun Juk v/Per Schmølcher,"Nyhavn 63D, st., 1051 København K",,,,,", , , , , , , , , "
Kebab Time v/Tevfik Yurdakul,"Taastrup Hovedgade 100, 2630 Taastrup",,,,,
ASCI ApS,"Bagsværd Hovedgade 116B, 2880 Bagsværd",,,,,
Farum Pizza og Kebab House OCAKBASI,"Farum Hovedgade 85, 3520 Farum",,,,,", , "
Sunset Boulevard Field ' s,"Arne Jacobsens Allé 12, 2300 København S",,,,,", , , , "
Anker Foods Hillerød ApS,"Sigrunsvej 20, 3400 Hillerød",,,,,
McDonald's Frihedens Butikscenter,"Hvidovrevej 339, 2650 Hvidovre",,,,,
Organic Italian Eatery ApS,"Paradisæblevej 28, 2500 Valby",,,,,", , , , , , "
Kirke Torvets Brasserie ApS,"Centrumgaden 2B, 2750 Ballerup",,,,,", , "
Burger Hytten Vallensbæk,"Vallensbæk Strandvej 312, st., 2665 Vallensbæk Strand",,,,,", "
Pasta La Pasta ApS,"Ny Østergade 5, kl., 1101 København K",,,,,", , , , , , , , , "
Sams Pizza v/Mohamad Alaadin Ibrahim,"Nordre Frihavnsgade 83, 2100 København Ø",,,,,
SejerRask ApS,"Odensegade 12, st., 2100 København Ø",,,,,
FISHMARKET ApS,"Hovedvagtsgade 2, 1103 København K",,,,,", , , , , , , , , "
Milano Pizza,"Hovedgaden 44, 3630 Jægerspris",,,,,
Sticks´n´Sushi A/S,"Rungsted Havn 32 - 34, 2960 Rungsted Kyst",,,,,
Restaurationsselskabet af 15. april 2011 K/S,"Rosenborggade 15, 1130 København K",,,,,
cafe espersen,"Færgevej 1, 2791 Dragør",,,,,", , , , , , , "
RADIO,"Julius Thomsens Gade 12, 1632 København V",,,,,", , , , , , , , , "
Halifax Trianglen,"Trianglen 1, 1., 2100 København Ø",,,,,", , , , , , , , , "
CAFÉ ENGHOLMEN ApS,"Borgbjergsvej 28, st., 2450 København SV",,,,,
Cafe Vivaldi Hillerød,"Helsingørsgade 2, 3400 Hillerød",,,,,", , , , , , "
Ponte Vecchio v/Zekirja Imeri,"Islands Brygge 33, 2300 København S",,,,,
KRØGERS FAMILIEHAVE ApS,"Pile Alle 18, 2000 Frederiksberg",,,,,
RISTORANTE LA CORUNA APS,"Sjælør Boulevard 46, 2450 København SV",,,,,
KFC - Amager,"Amagerbrogade 95, 2300 København S",,,,,", , , , , , , , , "
Thai 4 You,"Østergade 22, 3400 Hillerød",,,,,", , , , , , "
Restaurant Oliva v/Sem Jakob Ekman & Rina Bak Nielsen,"Havnevej 1, 3100 Hornbæk",,,,,
Ved Kajen I/S,"Nyhavn 43, 1051 København K",,,,,", , , , , , , , , "
Restaurant La Galette V/Bertrand Gautard,"Larsbjørnsstræde 9, 1454 København K",,,,,", , , , , , , , , "
Restaurant Løjtehus,"Løjtegårdsvej 67, 2770 Kastrup",,,,,", , , , , , , , , "
CAFE LINDEVANG ApS,"Sløjfen 6, 2000 Frederiksberg",,,,,", , , , , , , , , "
Tobano Pizza I/S,"Pilegård Alle 39, 2770 Kastrup",,,,,
Cresco Food Administration,"Vesterbrogade 2B, 1620 København V",,,,,
Fru Petersens Café v/Kit Justa Wisweh,"Almindingensvej 31, 3751 Østermarie",,,,,", , , , , , , , , "
Vecchia Maniere,"Stubbedamsvej 3, 3000 Helsingør",,,,,", , "
RESTAURANT KREBSEGAARDEN ApS,"Studiestræde 17, 1455 København K",,,,,", , , , , , , , , "
Restaurant Mediterraneo,"Ballerupvej 16, 3500 Værløse",,,,,", "
Vespa,"Store Kongensgade 90, 1264 København K",,,,,", , , , , , , , , "
Cafe Divino I/S,"Mørdrupvej 1A, 3060 Espergærde",,,,,
RESTAURATIONEN ESPLANADEN 8 ApS,"Esplanaden 8, 1263 København K",,,,,", , , , , , , , , "
Tom's Oyster Shack ApS,"Gl Holte, 2840 Holte",,,,,", , , , , , , , , "
JENIK ApS,"Gråbrødretorv 17, 1154 København K",,,,,
Restaurant Søpromenaden,"Sortedam Dossering 103, 2100 København Ø",,,,,", , , , , , , , , "
Halifax Frederiksborggade,"Frederiksborggade 35, 1360 København K",,,,,", , , , , , , , , "
Restaurant Kreta I/S v/Ioannis Kareklas og Nikolaos Vaporakis,"Jagtvej 59, st., 2200 København N",,,,,
Restaurant Altopalato,"Duntzfelts Alle 3, 2900 Hellerup",,,,,", , , , , , , , , "
LAROCCA ApS,"Vendersgade 23 - 25, 1363 København K",,,,,
MC KO APS,"Nørregade 43, 45., 1165 København K",,,,,
BB-C A/S,"Frederiksberg Alle 54, 4. th, 1820 Frederiksberg C",,,,,
JESPER HOLMBERG ApS,"Grønnegade 26, 3., 1107 København K",,,,,
Blom 2018 ApS,"Rågelejevej 155, 3210 Vejby",,,,,
Hallernes Smørrebrød ApS,"Kongens Nytorv 13, 5., 1050 København K",,,,,", , , , , , , , , "
Zorro Pizza ApS,"Birkedommervej 37, 2400 København NV",,,,,", , "
Frankies Pizza Frederiksberg ApS,"Allegade 2, 2000 Frederiksberg",,,,,", , , , , , , , , "
SPIGADORO ITALIANO,"Frederikssundsvej 206, 2700 Brønshøj",,,,,
Herkules Pavillonen v/Merete Ive,"Georg Brandes Plads 3, 1307 København K",,,,,", , , , , , , , , "
IKI ApS af 16. april 2018,"Gammel Kongevej 41B, 1610 København V",,,,,", , , , , , , , , "
Promenaden,"Frederiksberg Alle 58, 1820 Frederiksberg C",,,,,", , , , , , , , , "
Wannee Thai Takeaway,"Tuborgvej 266D, 2400 København NV",,,,,
Ramen to Biiru Vesterbro,"Enghavevej 58, st. 1, 1674 København V",,,,,", , , , , , , , , "
Cafe Dix ApS,"Bjergegade 4A, 3000 Helsingør",,,,,", , , , , , , "
Yderst bekendt taknemmelig unikke ApS,"Nordre Havnevej 3, 3250 Gilleleje",,,,,
Cafe HIK,"Bregnegårdsvej 25, 2900 Hellerup",,,,,
Skänk Øl & Vinbar,"Torvet 7C, st., 3400 Hillerød",,,,,", , "
SMAG,"Nordre Frihavnsgade 13A, 2100 København Ø",,,,,", "
Restaurant BarShu,"Amagerbrogade 4, st. th, 2300 København S",,,,,
Stefanos Mad og Kaffe ApS,"Husumgade 50, 2200 København N",,,,,", , , , , , , , , "
madklubben ApS,"Solbjergvej 10, 2000 Frederiksberg",,,,,
HOLMENS DÖNER KEBAB,"Sluseholmen 40, 2450 København SV",,,,,", , "
McDonalds Falkoner Alle,"Falkoner Alle 20, 2000 Frederiksberg",,,,,", , , , , , , , , "
Yoki restaurant v/Yingqin Wu,"Hvidovrevej 279, 2650 Hvidovre",,,,,
Halifax Skolegade,"Skolegade 9, st., 2500 Valby",,,,,", , , , , , , , , "
TM FOODS ApS,"Østrigsgade 16, st. tv, 2300 København S",,,,,
I.H.K. ApS,"Istedgade 47, 1650 København V",,,,,
KALEIDOSKOP ApS,"Peter Bangs Vej 108, 2000 Frederiksberg",,,,,", , , , , , , , "
Ølstykke Kro v/Sanni Jensen,"Københavnsvej 23, 3650 Ølstykke",,,,,
Restorante il ponte,"Lavendelstræde 6, 1462 København K",,,,,
Hong Kong Grill & Bistro v/Zhenhua Chen,"Skansevej 10, 3400 Hillerød",,,,,
RESTAURANT UFORMEL ApS,"Studiestræde 69, 1554 København V",,,,,", , , , , , , , , "
Lusso,"Hovedvagtsgade 8, st. th, 1103 København K",,,,,", , , , , , "
KFC - Ishøj,"Ishøj Østergade 31, 1., 2635 Ishøj",,,,,", , , , "
Restaurant Skovhus v/Allan Hansen,"Stumpedyssevej 4, 2970 Hørsholm",,,,,
LIKI ApS,"Roskildevej 284, 2610 Rødovre",,,,,
Shabaz Bülowsvej,"Bülowsvej 40, st., 1870 Frederiksberg C",,,,,", , "
Burger Station ApS,"Kærgårdsvej 52, 2650 Hvidovre",,,,,", , , , "
Apollo Bar ApS,"Store Strandstræde 19, 4. th, 1255 København K",,,,,
YSS ApS,"Hvidovre Enghavevej 22, 2. tv, 2650 Hvidovre",,,,,
Restaurant Vandvid,"Ben Websters vej 3, 2450 København SV",,,,,", , , , , , , , , "
Restaurant Xin Fu v/Guobin Zhang,"Øverødvej 5, 2840 Holte",,,,,", , , , , , "
WANGWANG ApS,"Slangerupgade 37, st. 7, 3400 Hillerød",,,,,
TAKII RESTAURANT ApS,"Jagtvej 113, 2200 København N",,,,,", , , , , , , , , "
Kardusen v/Jeannie Bakkeli,"Prøvestensvej 16, 3000 Helsingør",,,,,
RESTAURANT L'APPETITO ApS,"Vester Farimagsgade 9, 1606 København V",,,,,", , , , , , , , , "
Hings sushi v/ Sung Ching Chiu,"Borgmester Fischers Vej 1, 2000 Frederiksberg",,,,,
Restaurant China Garden v/Qiufeng Jin,"Søborg Hovedgade 74C, 2860 Søborg",,,,,
Thai Curry,"Østerbrogade 129, 2100 København Ø",,,,,", , "
Deligreco,"Gammel Kongevej 170, 1850 Frederiksberg C",,,,,", , , , , , , , , "
Tandoori Masala,"Halmtorvet 5, st. th, 1700 København V",,,,,", , , , , , , , , "
Jagger Copenhagen ApS - Nordre Frihavnsgade,"Nordre Frihavnsgade 58, 2100 København Ø",,,,,", , , , , "
La Baracca Tivoli Aps,"Bernstorffsgade 3, 1577 København V",,,,,", , , , , , , , , "
Foodcorner,"Ørestads Boulevard 74, 2300 København S",,,,,", , , , , , , , "
Bauhouse Bistro Cafe Glostrup,"Hovedvejen 155, 2600 Glostrup",,,,,
Cafe Vivaldi Bremer,"Bremerholm 1, 1069 København K",,,,,", , , , , , , , , "
Sandy Restaurant ApS,"Frederikssundsvej 213, 2700 Brønshøj",,,,,", , , "
Sticks´n´Sushi A/S,"Amager Strandvej 110, 2300 København S",,,,,
Whammy Bar ApS,"Guldbergsgade 8, 2200 København N",,,,,", , , , , , , , , "
RYTLOW APS,"Åboulevard 50, st. th, 2200 København N",,,,,
SMAG,"Fælledvej 25, 2200 København N",Smag,"4,3",163,1-100 kr a persona,", , , , , "
Max Burger,"Herlev Hovedgade 55, 2730 Herlev",MAX Burgers,"3,7",2.252,100-200 kr a persona,", , , , , , , , , "
Mastro Aps,"Sankt Peders Vej 1, 2900 Hellerup",Mastro Restaurant & Wine Bar,"4,6",88,,", , , "
Restaurant Nepali Bhancha ApS,"Nansensgade 24, kl. th, 1366 København K",Restaurant Nepali Bhancha,"4,5",680,200-300 kr a persona,", , , , , , , , , "
Apéro Mønten,"Gammel Mønt 41, 1117 København K",Apéro,"4,7",68,,", , , , , , , , , "
Il Mattarello,"Linnésgade 17, 1361 København K",Il__mattarello Pasta Lab & Bar,"4,7",534,100-200 kr a persona,", , , , , , , , , "
HBTK ApS,"Høkerboderne 23, 1712 København V",,,,,
BIG DU'E ApS,"Frederiksborgvej 19, 3520 Farum",Big Due,"4,3",765,,", , , , , , , , , "
Christianshavns Færgecafé,"Strandgade 50, 1401 København K",Christianshavns Færgecafé,"4,5",2.365,,", , , , , , , , , "
GRØD 2,"Frederiksborggade 21, 1360 København K",Grød,"4,5",747,100-200 kr a persona,", , , , , , , , , "
Cafe Stefanshus ApS,"Stefansgade 22, st. tv, 2200 København N",,,,,
Administrationen,"Hornemansgade 36B, 3., 2100 København Ø",,,,,
La Passione DM ApS,"Øverød, 2840 Holte",La Passione,"4,6",278,100-200 kr a persona,", , , , , , , "
Hooked Smallegade,"Smallegade 20B, 2000 Frederiksberg",Fiskerestaurant Hooked Frederiksberg,"4,2",170,,", , , , , , , , , "
Restaurant Sundby Sejl,"Amager Strandvej 15, 2300 København S",Restaurant Sundby Sejl,"3,9",952,100-200 kr a persona,", , , , , , , "
Oranje Nyhavn ApS,"Nyhavn 65A, 1051 København K",Restaurant ORANJE,"4,4",149,200-300 kr a persona,", , , , , , , , , "
INDIA IMPERIAL ApS,"Vasevej 105A, 3460 Birkerød",India Imperial,"3,8",146,100-200 kr a persona,", , "
Express Pizzaria ApS,"Mimersgade 102, 2200 København N",Express Pizza Nørrebro,"3,8",492,1-100 kr a persona,", , , , , "
Mai-Thai ApS,"Kulsviervej 69, 2800 Kongens Lyngby",Restaurant Mai Thai,"4,5",550,200-300 kr a persona,", , , , , , , , , "
Moon Sushi ApS,"Sorgenfri Torv 9, 2830 Virum",Moon Sushi,"4,8",47,100-200 kr a persona,
Spisehuset 5C ApS,"Slagtehusgade 5C, 1715 København V",Spisehuset,"4,5",67,,", , , , "
Nærvær Strandgade ApS,"Strandgade 87E, 1401 København K",Nærvær,"4,0",535,,", , , , , , , , , "
Bejdeli ApS,"Centrumgaden 16, 2750 Ballerup",,,,,
Restaurant Flammen Nyropsgade ApS,"Nyropsgade 2, 1602 København V",Restaurant Flammen - Nyropsgade,"4,1",2.193,200-300 kr a persona,", , , , , , , , , "
Sticks n Sushi A/S,"Vesterbrogade 3, 1620 København V",,,,,
Øregaard Café,"Ørehøj Alle 2, 2900 Hellerup",Øregaard Café,"4,4",89,200-300 kr a persona,", , , , , "
Café Slusen ApS,"Ved Slusen 34, 2300 København S",Cafe Slusen,"4,3",270,1-100 kr a persona,", , , , , , , , "
Cocks & Cows CPH Airport ApS,"Terminalgade 6, 2770 Kastrup",Cocks & Cows,"3,9",663,200-300 kr a persona,", , , , , , , , , "
Wedo,"Jernbane Allé 39, 2720 Vanløse",Wedo Vanløse,"4,1",140,100-200 kr a persona,
Huset med det grønne træ ApS,"Gammeltorv 20, 1457 København K",Cafe Gammeltorv - Smørrebrød København,"4,7",439,,", , , , , , , , , "
Restaurant Hong Yu,"Islevhusvej 32 - 34, 2700 Brønshøj",Hongyu Sushi & Buffet,"4,4",615,200-300 kr a persona,", , , , , , , , , "
Izumi Frederiksberg ApS,"Gammel Kongevej 142, 1850 Frederiksberg C",Izumi,"4,1",403,200-300 kr a persona,", , , , , , , , , "
Ryesgade 25 ApS,"Guldbergsgade 29, 2200 København N",,,,,
Kebab King ApS,"Bybuen 34, 2740 Skovlunde",Kebab King,"4,2",237,1-100 kr a persona,
Vivah ApS,"Amagerbrogade 100, 2300 København S",Vivah,"3,8",298,100-200 kr a persona,", , , "
Chopsticks Værløse ApS,"Bymidten 114, 3500 Værløse",Restaurant Chop-Sticks Værløse,"4,2",639,300-400 kr a persona,", , , , , , , , , "
Ibens Smørrebrød,"Store Kongensgade 116A, 1264 København K",Ibens Smørrebrød,"4,9",328,100-200 kr a persona,", , , , , , , , , "
Luci 92 ApS,"Hovedgaden 27, 3460 Birkerød",Gastro 27 - Italiensk Restaurant,"4,7",162,,
HT Sahin ApS,"Borgerdiget 145, 2730 Herlev",,,,,
Bøff Burgerbar Helsingør,"Ny Kronborgvej 2, 3000 Helsingør",Bøff Burgerbar Helsingør,"2,8",8,100-200 kr a persona,
Café Amalie 2006 I/S,"Lyngby Hovedgade 62, st., 2800 Kongens Lyngby",,,,,
CROWSTUEN ApS,"Strandvejen 267, 2920 Charlottenlund",,,,,
Restaurant Maven,"Nikolaj Plads 10, 1067 København K",Restaurant Maven,"4,4",1.149,,", , , , , , , , , "
Takeasy v/ Wenna Tan,"Kongevejen 4A, 2791 Dragør",Takeasy Sushi,"4,7",115,,", , "
M SUSHI ApS,"Borups Alle 109, st. th, 2000 Frederiksberg",,,,,
Kanalhuset ApS,"Overgaden Oven Vandet 62A, 1415 København K",Kanalhuset,"4,8",280,,
Dzidra ApS,"Baldersgade 8, kl., 2200 København N",Dzidra,"4,6",92,100-200 kr a persona,", , , , , , , , , "
Crispy Sandwich,"Nørrelundvej 2A, 2730 Herlev",Crispy Sandwich,"4,3",270,1-100 kr a persona,
Jagger Copenhagen ApS - Falkoner Alle,"Falkoner Alle 84, st. 2, 2000 Frederiksberg",,,,,
5-kløveren ApS,"Hillerødvejen 79, 3480 Fredensborg",5-kløveren - det gode smørrebrød,"4,3",255,,
