Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags,price_level_mapped,price_level_missing,rating_missing,reviews_missing
Candyfloss automat,"Arne Jacobsens Allé 20, 2300 København S",Frellsen chokolade Field's,3.5,124.0,,,2.0,True,True,False
Lux Döner,"Holmbladsgade 27, 2300 København S",Döner Lux,3.5,130.0,1-100 kr a persona,", , , , , ",1.0,False,True,False
LLV/viktor rasmussen,"Bagsværdvej 71A, 1. tv, 2800 Kongens Lyngby",,3.5,5.0,,,2.0,True,True,True
Beef and Burgers ApS,"Christianshusvej 165, 2970 Hørsholm",Burger Factory,3.5,139.0,,", ",2.0,True,True,False
Transilvania Food and Service ApS,"Guldblommevej 17, st. th, 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Soft,"Stolemagerstien 4, 3. mf, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Garbanzo Østerbro,"Nordre Frihavnsgade 4, st. 5, 2100 København Ø",Garbanzo Østerbro,3.5,38.0,,", , , , ",2.0,True,True,False
carlos pizza,"Rolighedsvej 14, 1958 Frederiksberg C",Carlos Pizza,3.5,77.0,,", ",2.0,True,True,False
Sushi Daily - Hillerød,"Slotsarkaderne 26, 3400 Hillerød",Sushi Daily,3.5,3.0,,,2.0,True,True,False
Cafe 2770 ApS,"Amager Landevej 167, 2770 Kastrup",Cafè 2770,3.5,123.0,,,2.0,True,True,False
Hansens Iscafe Zoo,"Roskildevej 30, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Hubb Nordvest,"Bisiddervej 14, 2400 København NV",Hubb Kitchens Nordvest,3.5,147.0,,", , , , , , , , ",2.0,True,True,False
CityService ApS,"Frederikssundsvej 128F, 1. th, 2700 Brønshøj",,3.5,5.0,,,2.0,True,True,True
Corner Kebab ApS,"Vibekevej 2, 3400 Hillerød",Corner Sandwich og Kebab,3.5,199.0,,,2.0,True,True,False
Nittiya thai take away,"Jagtvej 39, 2200 København N",Nittiya thai take away,3.5,216.0,,", , , , , ",2.0,True,True,False
Mevlana,"Jagtvej 119, st., 2200 København N",Mevlana Restaurant,3.5,522.0,,", , , , , , , , , ",2.0,True,True,False
Madkassen Avedøre A/S,"Kanalholmen 2A, 2650 Hvidovre",Madkassen,3.5,29.0,1-100 kr a persona,,1.0,False,True,False
ISTID,"Jægersborggade 13, 2200 København N",Istid,3.5,370.0,,", , , , , , , , , ",2.0,True,True,False
Asilhan ApS,"Kvædehaven 42, 2600 Glostrup",,3.5,5.0,,,2.0,True,True,True
Mad og kærlighed,"Amager Landevej 98A, 2770 Kastrup",Madhuset Mad og kærlighed,3.5,55.0,1-100 kr a persona,,1.0,False,True,False
Metro Kebab,"Ørestads Boulevard 21, 2300 København S",Metro Kebab,3.5,6.0,1-100 kr a persona,,1.0,False,True,False
ISTANBUL kebab og hotdog,"Gadehavegårdsvej 6, 2630 Taastrup",Istanbul Kebab & Hotdog,3.5,74.0,1-100 kr a persona,,1.0,False,True,False
Taco Elpaso,"Strandvejen 108, 2900 Hellerup",Taco Al Paso,3.5,270.0,,,2.0,True,True,False
VIRUM GASTRONOMIA ITALIANA APS,"Frederiksdalsvej 137, 2830 Virum",Gastronomia Italiana,3.5,201.0,,", , , ",2.0,True,True,False
Milano Pizza Folehaven ApS,"Frugthaven 14, 2500 Valby",Milano Pizza,3.5,90.0,,,2.0,True,True,False
Pizza Italiana,"Strandvejen 189, st., 2900 Hellerup",,3.5,5.0,,,2.0,True,True,True
Marias Mad & Desserter ApS,"Krogshøjvej 2G, 2. tv, 2880 Bagsværd",,3.5,5.0,,,2.0,True,True,True
Kroghs Pølsevogn,"Møllevænget 5C, 2970 Hørsholm",Kroghs Pølsevogn,3.5,7.0,,,2.0,True,True,False
Oho Thai Food,"Blegdamsvej 70, 2100 København Ø",OHO Authentic Thai Food,3.5,148.0,,", , , , , , , , , ",2.0,True,True,False
Global Move ApS,"Wattvej 18, 4. tv, 2605 Brøndby",,3.5,5.0,,,2.0,True,True,True
n'ICE,"Linde Alle 5, 3120 Dronningmølle",n'ICE,3.5,5.0,,,2.0,True,True,True
Everyday Food Service ApS,"Kirke Værløse, 3500 Værløse",,3.5,5.0,,,2.0,True,True,True
City Kebab Ishøj,"Vejlebrovej 27, 2635 Ishøj",City Kebab Grill,3.5,278.0,,", , ",2.0,True,True,False
Pop-Corn,"Dyrehavsbakken 44B, 2930 Klampenborg",,3.5,5.0,,,2.0,True,True,True
Sharwarma & Pizzahus v/Haci,"Frederiksborgvej 4, st. tv, 2400 København NV",,3.5,5.0,,,2.0,True,True,True
Griser Det ApS,"Nordre Borrelyngvej 1B, 3770 Allinge",,3.5,5.0,,,2.0,True,True,True
Uludag Kebab,"Viktoriagade 20, 2. 2, 1655 København V",,3.5,5.0,,,2.0,True,True,True
Neapel,"Esromgade 24, st. tv, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Lefalaf ApS,"Bispebjerg Bakke 18N, st. tv, 2400 København NV",,3.5,5.0,,,2.0,True,True,True
Danskamart ApS,"Gammel Køge Landevej 538, 2650 Hvidovre",,3.5,5.0,,,2.0,True,True,True
Pølsevognen Vestamager,"Ugandavej 111, 2770 Kastrup",Pølsevognen Vestamager,3.5,8.0,1-100 kr a persona,,1.0,False,True,False
Paradis Is Amager Centret,"Reberbanegade 3, st., 2300 København S",Paradis,3.5,7.0,,", ",2.0,True,True,False
Wild N Wok,"Amager landevej 44A, 2770 Kastrup",Wild N' Wok,3.5,91.0,,", ",2.0,True,True,False
Restaurant Darbari,"Søborg Hovedgade 89, 2860 Søborg",Darbari - Copenhagen,3.5,140.0,,", , , , ",2.0,True,True,False
Kebab Special,"Stengade 10A, 3000 Helsingør",Kebab Special & Pizza,3.5,267.0,,", , , , ",2.0,True,True,False
Ergin ApS,"Hvidovrevej 90, 2610 Rødovre",Elvira Elcykler,3.5,69.0,,,2.0,True,True,False
ARMANDOS SERVICE ApS,"Brogårdsvej 25, 2820 Gentofte",Armando's Gentofte,3.5,699.0,,", , , ",2.0,True,True,False
Fabio Pasta ApS,"Vesterbrogade 102, st. tv, 1620 København V",,3.5,5.0,,,2.0,True,True,True
Grann'is Rødovre Aps,"Damhustorvet 1, st. tv, 2610 Rødovre",Grann'is,3.5,75.0,,,2.0,True,True,False
Smørhullet,"Holmbladsgade 5, 2300 København S",Smørhullet,3.5,282.0,,", , , , , , , , ",2.0,True,True,False
Oscars Cantina,"Islevbrovej 23, 2610 Rødovre",Oscars Cantina,3.5,137.0,,,2.0,True,True,False
Thai Taanic,"Vedbæk Stationsvej 14, 2950 Vedbæk",thai taanic,3.5,19.0,,", , ",2.0,True,True,False
Husum Slik v/Serhat Avci,"Islevhusvej 35, 2700 Brønshøj",Husum Slik,3.5,63.0,,,2.0,True,True,False
Gantzels Service,"Breeltelund 20D, 2970 Hørsholm",,3.5,5.0,,,2.0,True,True,True
H.O.T. Delivery,"Rådmand Steins Alle 21, 3. th, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Dyrisk - vegansk is,"Bispebjerg Parkallé 22B, 2400 København NV",,3.5,5.0,,,2.0,True,True,True
Mustis Pizza,"Gadehavegårdsvej 7A, 2630 Taastrup",Musti’s Pizza Halal,3.5,25.0,,,2.0,True,True,False
Reverse film / Peter Thaysen,"Rentemestervej 51R, 1. tv, 2400 København NV",,3.5,5.0,,,2.0,True,True,True
Poke Yo EBS,"Snellemark 41, 3700 Rønne",Poké Yo,3.5,21.0,100-200 kr a persona,,1.0,False,True,False
Kongevejens skolen,"Kongsvænget 10, 2830 Virum",Kongevejens Skole,3.5,17.0,,,2.0,True,True,False
Tibberup skolen,"Idrætsvej 19, 3060 Espergærde",Tibberupskolen - Espergaerde School,3.5,5.0,,,2.0,True,True,False
POWER GRILL V/THI HUONG BUI,"Englandsvej 35, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Flyvergrillen v/Jannie Eilsø,"Amager Landevej 290, 2770 Kastrup",Flyvergrillen,3.5,4.244,,", , , , , , , , , ",2.0,True,True,False
creps station,"Odensegade 6, 2. tv, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Darling Is,"Farverland 5, 2600 Glostrup",,3.5,5.0,,,2.0,True,True,True
Fatboy Burger,"Vesterbrogade 97, 1. tv, 1620 København V",Halifax Burgers Vesterbro,3.5,974.0,,", , , , , , , , , ",2.0,True,True,False
Pops Pizza Ishøj,"Ishøj Østergade 43, 1., 2635 Ishøj",Pop's Pizza - Ishøj,3.5,138.0,,", , , ",2.0,True,True,False
LI`S GRILLBAR V/SHU JIE LI,"Hans Knudsens Plads 8, 2100 København Ø",Li's Kinagrill,3.5,104.0,1-100 kr a persona,,1.0,False,True,False
"SSP DK AFD. 13, Gold Lounge","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Sondag hos Hallgren,"Pasteursvej 12, 3. 3, 1799 København V",,3.5,5.0,,,2.0,True,True,True
Gabys,"Kastrup Strandpark 31, 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Holte skolen,"Grünersvej 6, 2840 Holte",New Holte School,3.5,13.0,,,2.0,True,True,False
Rozmarino,"Skansevej 29, st. tv, 3400 Hillerød",La Pizzeria Rozmarino,3.5,76.0,,,2.0,True,True,False
JYTTE AAGAARD JOHANSEN,"Strandlund 20, st., 2920 Charlottenlund",Jytte Johansen,3.5,5.0,,,2.0,True,True,True
Ankara Dürüm House,"Istedgade 69, st. tv, 1650 København V",,3.5,5.0,,,2.0,True,True,True
Flamingo goals Monaco ApS,"Dyrehavsbakken 45, 2930 Klampenborg",Bakken,3.5,4.0,,,2.0,True,True,False
Cavallino Valby,"Valby Langgade 199, 2500 Valby",Cavallino Pizzeria,3.5,105.0,100-200 kr a persona,,1.0,False,True,False
Bravissimo-Bryggen v/Susanne Anine Petrine Hyldgaard,"Islands Brygge 5, st. th, 2300 København S",Bravissimo-Bryggen,3.5,70.0,,,2.0,True,True,False
The Bagel Co,"Gothersgade 17, 1123 København K",,3.5,5.0,,,2.0,True,True,True
Kebab & Grill,"Østergade 14B, 3200 Helsinge",Kebab & Grill,3.5,15.0,,,2.0,True,True,False
Bella di Notte,"Centervænget 15, 3400 Hillerød",Bella Di Notte,3.5,10.0,,,2.0,True,True,False
KUKU - Slotsarkaderne,"Slotsarkaderne 225, 3400 Hillerød",SlotsArkaderne,3.5,5.646,,", , , , , , , , , , , , , , , , , , ",2.0,True,True,False
Restaurant Mevlana v/Abidin Harmankaya,"Jagtvej 119, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Café Guldborg ApS,"Blågårdsgade 1, 2200 København N",,3.5,5.0,,,2.0,True,True,True
ROMA PIZZARIA v/Aytekin Gümüs,"Nørregade 21, 1165 København K",,3.5,5.0,,,2.0,True,True,True
KEBAB SPECIAL I/S,"Stengade 10, 3000 Helsingør",Kebab Special & Pizza,3.5,267.0,,", , , , ",2.0,True,True,False
La boca de malbeck,"Frederiksborggade 21, 1360 København K",Laboca,3.5,255.0,,", , , , , , , , ",2.0,True,True,False
LE SAINT JACQUES CAFE ApS,"Sankt Jakobs Plads 1, 2100 København Ø",Le Saint Jacques,3.5,528.0,,", , , , , , ",2.0,True,True,False
PIZZERIA SARDEGNA V/STEFANO CASU,"Gullandsgade 2, 2300 København S",,3.5,5.0,,,2.0,True,True,True
GUDHJEM SPECIAL ICE-CREAM APS,"Åbogade 11, 3760 Gudhjem",,3.5,5.0,,,2.0,True,True,True
Orion Pizza v/Mehmet Uzumcu,"Nordre Frihavnsgade 17, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Jonas Pizzaria v/Cevat Bagiran,"Hillerødgade 21A, 2200 København N",,3.5,5.0,,,2.0,True,True,True
TAS ApS,"Holte Midtpunkt 20, 2840 Holte",TAS Aps,3.5,5.0,,,2.0,True,True,True
Pomodoro & Mozzarella v/Nevzat Zeciri,"Godthåbsvej 140, 2000 Frederiksberg",Pomodoro & Mozzarella,3.5,161.0,,,2.0,True,True,False
Eastbronx sandwichbar v/ Lisbeth Bjørn Jensen,"Ribegade 3, 1. th, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Crepes a la Cart Copenhagen,"Landemærket 7, st., 1119 København K",,3.5,5.0,,,2.0,True,True,True
Det lille Pizzahus,"Saltværksvej 78, 2770 Kastrup",Det Lille Pizza Hus,3.5,195.0,1-100 kr a persona,,1.0,False,True,False
Værnedams Kebab og Burger,"Værnedamsvej 20, 1619 København V",Værnedams Kebab og Burger,3.5,144.0,,", , , , , , ",2.0,True,True,False
HARLEKIN V/AHMED SHAFI,"Dyrehavsbakken 75, 2930 Klampenborg",,3.5,5.0,,,2.0,True,True,True
STJERNEGRILL V/ÅSE RASMUSSEN,"Islevdalvej 170, 2610 Rødovre",,3.5,5.0,,,2.0,True,True,True
bella Italia,"H.C. Ørsteds Vej 42, 1879 Frederiksberg C",Bella Italia,3.5,172.0,,", , , ",2.0,True,True,False
STRØGSHAWARMA ApS,"Frederiksberggade 5, 1459 København K",Strøg shawarma,3.5,2.561,,", , , , , , , , , ",2.0,True,True,False
Hasle Havnegrill v. Linda B. Finne,"Gammeltoft 37, 3790 Hasle",,3.5,5.0,,,2.0,True,True,True
Roma Pizzaria & Grillbar v/Bekir Dinc,"Kongensgade 34C, 3550 Slangerup",,3.5,5.0,,,2.0,True,True,True
Matador Pizza V/Jerzy Malesa,"Dæmningen 66, 2610 Rødovre",,3.5,5.0,,,2.0,True,True,True
Oriental Pizza Bar,"Bellahøjvej 123, 2720 Vanløse",Oriental Pizza Bar,3.5,89.0,,,2.0,True,True,False
Falkoner Pizza Og Grill I/S,"Falkoner Alle 120, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Kong Pizzaria v/Bülent Kalkan,"Vestergade 12, 1456 København K",,3.5,5.0,,,2.0,True,True,True
ULUDAG ApS,"Viktoriagade 2 - 4, 1655 København V",,3.5,5.0,,,2.0,True,True,True
BENVENUTI,"Emdrupvej 8, 2100 København Ø",Benvenuti Pizza Emdrup,3.5,153.0,,", ",2.0,True,True,False
Egedal Pizzaria & Kebab I/S,"Egedal Centret 117, 3660 Stenløse",Egedal Pizzaria & Kebab,3.5,263.0,,,2.0,True,True,False
McDonald's BIRKERØD,"Birkerød Kongevej 60, 3460 Birkerød",McDonald's Birkerød,3.5,1.22,,", , , ",2.0,True,True,False
Istanbul Kebabhouse,"Godthåbsvej 227, 2720 Vanløse",Istanbul Kebab House,3.5,176.0,,", ",2.0,True,True,False
ARMANDOS'S CAFE & PIZZABAR ApS,"Jyllingevej 32, 2720 Vanløse",Armando's Vanløse,3.5,433.0,,", , ",2.0,True,True,False
Livorno Pizzeria v/Hulusi Bilgic,"Jernbane Allé 90, 1. th, 2720 Vanløse",,3.5,5.0,,,2.0,True,True,True
Pizza Pizza v/Ali A. H. Al-kerwie,"Tamsborgvej 19A, st. th, 3400 Hillerød",,3.5,5.0,,,2.0,True,True,True
Lucerne Pizza & Indiske Specialiteter v/Harjit Singh,"Lucernevej 58, 2610 Rødovre",Lucerne Pizza & Indisk Specialiteter,3.5,74.0,,,2.0,True,True,False
Awasana ApS,"Refshalevej 167A, 1432 København K",Awasana,3.5,55.0,,", , , , , , , , ",2.0,True,True,False
HAWAL PIZZARIA ApS,"Folehaven 70, 2500 Valby",Hawal Restaurant and Pizza Bar,3.5,79.0,,,2.0,True,True,False
Skovs v/Ilse Linda Skov,"Bakkefaldet 52, 2840 Holte",,3.5,5.0,,,2.0,True,True,True
Verona Pizza og kebab house,"Stjernegade 32B, 3000 Helsingør",Verona Pizza,3.5,140.0,,,2.0,True,True,False
DIDIM PIZZA V/MUSTAFA ATICI,"Vibevej 35, st. th, 2400 København NV",Didim Pizza,3.5,49.0,,,2.0,True,True,False
Mia v/Mia Hee Johansen,"Ravnsborggade 21, kl., 2200 København N",,3.5,5.0,,,2.0,True,True,True
TONYS PIZZA ApS,"Istedgade 38, 1650 København V",Tony's Pizza,3.5,742.0,1-100 kr a persona,"Tutte, prezzi, pizza italiana, hotel, pizzaiolo, , , , , ",1.0,False,True,False
Le Quattro Stagioni 2021 ApS,"Sølvgade 90, 1307 København K",Le Quattro Stagioni,3.5,174.0,,", ",2.0,True,True,False
beirut palace,"Nørrebrogade 175, 2200 København N",Beirut palace,3.5,408.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Vangede pizza,"Vangede Bygade 77, 2820 Gentofte",Vangede Pizza,3.5,89.0,,,2.0,True,True,False
Tasty Kebab ApS,"Stationstorvet 1A, 2600 Glostrup",Tasty Kebab,3.5,126.0,1-100 kr a persona,", , ",1.0,False,True,False
"SSP DK AFD. 12, Business Lounge","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
pappas pizza og grill,"Vigerslev Allé 122, 2500 Valby",Pappas Pizzaria valby,3.5,189.0,,,2.0,True,True,False
Kong Frit ApS,"Nygade 4, 1164 København K",Kong Frit,3.5,244.0,,", , , , , , , , , ",2.0,True,True,False
"SSP DK, AFD. 74, Gorms Pizza T2","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
MONARCH AFD. 400+401 Admin,"Lufthavnsboulevarden 14, 1., 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Cantinos Pizzabar v/Yalcin Celik,"Højengen 20, 2980 Kokkedal",,3.5,5.0,,,2.0,True,True,True
Restaurant Jin Yuan v/Yong Hui Wang,"Kastruplundgade 22, 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
LATINI PIZZA v/Sami Kaya,"Amagerbrogade 28, 2300 København S",,3.5,5.0,,,2.0,True,True,True
SkibbyPizza og Burger House v/Kemal Ciftci,"Hovedgaden 21, 4050 Skibby",Skibby Pizza Og Burgerhouse,3.5,123.0,,,2.0,True,True,False
Aee Thai Takeaway,"Valby Langgade 120, 2500 Valby",,3.5,5.0,,,2.0,True,True,True
Torv Cafeen v/Osman Cifci,"Hvidovre Torv 11, 2650 Hvidovre",Torvecaféen,3.5,797.0,,", , ",2.0,True,True,False
Guan Li,"Farum Hovedgade 77, 3520 Farum","Guan Li, Lee's Køkken",3.5,78.0,1-100 kr a persona,,1.0,False,True,False
Kebap Mann v/Hanifi Koc,"Tempovej 3 - 5, 2750 Ballerup",Kebap Mann,3.5,37.0,,,2.0,True,True,False
Amagerstrand Minigolf ApS,"Parcelvej 86A, 2830 Virum",Amager Strand Minigolf,3.5,281.0,,,2.0,True,True,False
APEX PIZZA GRILL v/Mehmet Cifci,"Strandmarksvej 15A, 2650 Hvidovre",Apex Pizza Grill,3.5,103.0,100-200 kr a persona,,1.0,False,True,False
DIVAN ApS,"Nørrebrogade 245, 2200 København N",Divan,3.5,1.501,,", , , , , , , , , ",2.0,True,True,False
Linderhøj Pizzaria og Grill v/Erol Yapici,"Tvedvangen 201, 2730 Herlev",,3.5,5.0,,,2.0,True,True,True
La Quattro Pizza v/Fergim Aliu,"Borups Plads 30, 2200 København N",Le Quattro Stagioni,3.5,174.0,,", ",2.0,True,True,False
Amager Kebab 2001 v/Ahmet Terkeski,"Amagerbrogade 24, 2300 København S",Amager Kebab 2001,3.5,202.0,,", , ",2.0,True,True,False
GRILL 110 V/WEN XIONG WEN,"Øresundsvej 110, 2300 København S",Grill 110 & Sandwich,3.5,69.0,,,2.0,True,True,False
Nino's Pizzabar v/ Remzi Coskun,"Hovedgaden 427, 2640 Hedehusene",,3.5,5.0,,,2.0,True,True,True
ENRICCO PIZZERIA,"Nordre Fasanvej 100, st. 1, 2000 Frederiksberg",Enricco Pizzeria,3.5,111.0,,", , ",2.0,True,True,False
BENLI ApS,"Brøndbyvestervej 21 - 23, 2600 Glostrup",,3.5,5.0,,,2.0,True,True,True
Seher's Pizza & Grillbar,"Kastrupvej 326, 2770 Kastrup",Seher's Pizza & Grillbar,3.5,128.0,,,2.0,True,True,False
DÜNYAM SHAWARMA HOUSE ApS,"Istedgade 140, 1650 København V",Dünyam Shawarma House,3.5,231.0,1-100 kr a persona,", , , , ",1.0,False,True,False
Vores Grill v/Bonnie,"Avedøreholmen 46, 2650 Hvidovre",vores grill,3.5,48.0,,,2.0,True,True,False
Esperia Farum ApS,"Farum Hovedgade 33, 3520 Farum",Esperia Pizza,3.5,253.0,1-100 kr a persona,", ",1.0,False,True,False
Thai Chilli,"Frederikssundsvej 245, st. 2, 2700 Brønshøj",,3.5,5.0,,,2.0,True,True,True
Milan Pizzeria,"Rugvænget 31, 2750 Ballerup",Milan Pizzaria,3.5,177.0,,,2.0,True,True,False
Kababji ApS,"Istedgade 19, st. 1, 1650 København V",,3.5,5.0,,,2.0,True,True,True
IndDk ApS,"Hvidovrevej 261B, 2650 Hvidovre",,3.5,5.0,,,2.0,True,True,True
Farum Stations Pizza v/Resul,"Farum Stationstorv 25, 3520 Farum",Stations Cafe & Pizza,3.5,137.0,,,2.0,True,True,False
Burger Factory Fredensborg,"Præstemosevej 4B, 3480 Fredensborg",,3.5,5.0,,,2.0,True,True,True
Tyrolerbaren I/S,"Trædrejerporten 35, 2650 Hvidovre",,3.5,5.0,,,2.0,True,True,True
Mr. Pizza & Sandwichbar,"Tjørnehusene 1, 2600 Glostrup",Mr. Pizza,3.5,107.0,,,2.0,True,True,False
MB Pizza v/Ramazan Pekerman,"Nordre Fasanvej 132B, st. tv, 2000 Frederiksberg",MB Steak House Pizza & Cafe,3.5,96.0,,,2.0,True,True,False
Casa De Pizza,"Østerbrogade 149, 2100 København Ø",Casa DI Pizza,3.5,137.0,,", ",2.0,True,True,False
Kina Grill & Mai's Sushi,"Hovedgaden 514, 2640 Hedehusene",Kina Grill & Mai's Sushi,3.5,164.0,,", , ",2.0,True,True,False
Kulhuse Isbar ApS,"Kulhusvej 210, 3630 Jægerspris",Kulhuse Isbar,3.5,135.0,1-200 kr a persona,,1.0,False,True,False
Carmela ApS,"Toftegårds Allé 5A, st., 2500 Valby",Pizzeria La Carmela,3.5,166.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Khan Huset ApS,"Elmegade 8, kl. th, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Kebabland ApS,"Hedeparken 11P, 2750 Ballerup",Kebabland,3.5,347.0,,", ",2.0,True,True,False
Everest Food ApS,"Knuds Alle 9, 2800 Kongens Lyngby",Everest Catering,3.5,5.0,,,2.0,True,True,True
Den Gamle Have Frederiksdal ApS,"Nybrovej 461, 2800 Kgs. Lyngby",The Old Garden,3.5,419.0,,", ",2.0,True,True,False
Latini Pizza,"Godthåbsvej 37, 2000 Frederiksberg",Latini Pizza & Grillbar,3.5,136.0,1-100 kr a persona,", ",1.0,False,True,False
Spice Kebab & Pizza,"Amagerbrogade 99, 2300 København S",Spice Kebab & Pizza,3.5,82.0,,", ",2.0,True,True,False
Bear Slice,"Larsbjørnsstræde 25, 1454 København K",Bear Slice,3.5,143.0,1-100 kr a persona,", ",1.0,False,True,False
EFES PIZZA,"Ålekistevej 86, 2720 Vanløse",Efess Pizza Burger,3.5,175.0,,,2.0,True,True,False
Piccola Italia Pizzeria ApS,"Helsingørsgade 24D, 3400 Hillerød",Piccola Italia Pizzaria 3400,3.5,169.0,,,2.0,True,True,False
EFESS PIZZARIA & GRILL,"Taastrup Torv 24, 2630 Taastrup",Efess Pizzaria,3.5,153.0,,,2.0,True,True,False
Ali Bageri,"Esromgade 1, st. tv, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Crepes a la Cart ApS,"Landemærket 7, st., 1119 København K",,3.5,5.0,,,2.0,True,True,True
Delen ApS,"Nybrovej 264, 2800 Kongens Lyngby",Delen Muammer,3.5,5.0,,,2.0,True,True,True
Byens Gadekok,"Hammervej 2, 2970 Hørsholm",Byens Gadekok,3.5,116.0,1-100 kr a persona,,1.0,False,True,False
Pizza Deli ApS,"Toldbodgade 3, 3730 Nexø",Pizza Deli Nexø,3.5,171.0,1-100 kr a persona,", , , , , , , ",1.0,False,True,False
Byens Pizzeria Helsinge ApS,"Vestergade 9, 3200 Helsinge",Byens Pizzeria,3.5,492.0,1-100 kr a persona,,1.0,False,True,False
Inka Food ApS,"Stengade 10, 3000 Helsingør",Inka food,3.5,6.0,,,2.0,True,True,False
Homemate A/S,"Rungstedvej 7, 2970 Hørsholm",,3.5,5.0,,,2.0,True,True,True
BRØNSHØJ KEBAB,"Frederikssundsvej 192, 2700 Brønshøj",Brønshøj Kebab,3.5,201.0,1-100 kr a persona,,1.0,False,True,False
Pizzahuset,"Bagsværd Hovedgade 77, 2880 Bagsværd",Pizzahuset,3.5,47.0,,,2.0,True,True,False
Limdim ApS,"Dronning Dagmars Allé 1, st. th, 2500 Valby",Limdim,3.5,86.0,,", , ",2.0,True,True,False
FIORENTINA 1 APS,"Valby Langgade 127, 2500 Valby",Fiorentina pizza & grill,3.5,90.0,,,2.0,True,True,False
"SSP DK, Afd.2+3+4+5+8+9+10+91+102+103+105","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,3.5,15.0,,,2.0,True,True,False
"SSP DK, AFD. 57, Steff Pølsebar Landside T2","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Aladdin Pizza & Grillbar,"Røde Mellemvej 112, 2300 København S",Aladdins Pizza & Grill,3.5,236.0,,,2.0,True,True,False
Bellano Pizzeria,"Frankrigshusene 1, 2300 København S",Bellano Pizzeria & Grill,3.5,284.0,1-100 kr a persona,", , ",1.0,False,True,False
"LAGO DI GARDA Italiensk Gastronomi, v/Asad Hassan Omer","Vangedevej 142, 2870 Dyssegård",,3.5,5.0,,,2.0,True,True,True
Skottegården pizza,"Skottegården 10, 2770 Kastrup",Skottegårdens Pizza & Burger House,3.5,180.0,,,2.0,True,True,False
fløng pizza,"Hedevej 1, 2640 Hedehusene",Fløngs Pizzeria,3.5,106.0,,,2.0,True,True,False
Mari Mar ApS,"Gammel Køge Landevej 778E, 2660 Brøndby Strand",Mari Mar Pizza og Burgerhouse,3.5,234.0,,,2.0,True,True,False
Pizza Experten v/Hamit Kilic,"Århusgade 12, st., 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
k.e.-2016,"Gladsaxe Møllevej 27, 2860 Søborg",K.E.-2016,3.5,5.0,,,2.0,True,True,True
Jarsbois,"Linnésgade 17, 1361 København K",,3.5,5.0,,,2.0,True,True,True
Mad huset v/Tuncay Savran,"Oehlenschlægersgade 53, 1663 København V",,3.5,5.0,,,2.0,True,True,True
Costa Smeralda Pizzeria ApS,"Tokkerupvej 13, 2730 Herlev",,3.5,5.0,,,2.0,True,True,True
Dællekatessen v/Maria Rej,"Grønnegade 38, st. th, 1107 København K",Dællekatessen,3.5,216.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
G.A II APS,"Nørrebrogade 163, st., 2200 København N",,3.5,5.0,,,2.0,True,True,True
Oliven Pizza v/Azad,"Tobaksvejen 55, 2860 Søborg",Oliven Pizza,3.5,637.0,,,2.0,True,True,False
Pølsevogn v/ Tina Jensen,"Ny Adelgade 5, 1104 København K",,3.5,5.0,,,2.0,True,True,True
The Pizza Company ApS,"Sværtegade 11, 1118 København K",Pizza Klub,3.5,220.0,,", , , , , , , , , ",2.0,True,True,False
Shawarma Huset,"Taastrup Hovedgade 102, 2630 Taastrup",Shawarma Huset,3.5,183.0,1-100 kr a persona,,1.0,False,True,False
Megs Pølsevogn,"Åkirkebyvej 20, 3700 Rønne",Megs Pølsevogn,3.5,13.0,1-100 kr a persona,,1.0,False,True,False
Byens Pizza Rødovre v/Olcay Gülsen,"Nørrekær 1C, 2610 Rødovre",Byens Pizza & Kebab House,3.5,98.0,,,2.0,True,True,False
