Name,Address,P-nummer,Status,Company Type,Startdate,Enddate
Afandi Take Away,"Jagtvej 139, 2200 København N",1026743229,Aktiv,P-enhed,01.01.2021,
Rødklippe ApS,"Produktionsvej 1, 1., 2600 Glostrup",1026764153,Aktiv,P-enhed,04.02.2021,
Gudhjem Grill,"Brøddegade 16A, 3760 Gudhjem",1027013186,Aktiv,P-enhed,01.12.2020,
Mikkelborg Isen I/S,"Strandvejen 332, 2980 Kokkedal",1026659295,Aktiv,P-enhed,01.01.2021,
The Modern Burger & Co,"Nyhavn 17, kl. th, 1051 København K",1026659627,Aktiv,P-enhed,08.01.2021,
Pizza Day and Night ApS,"Hovedvejen 68, 2600 Glostrup",1026919858,Aktiv,P-enhed,01.03.2021,
Philly's Trianglen ApS,"Trianglen 3, 2100 København Ø",1026960343,Aktiv,P-enhed,01.03.2021,
Kina Grill v/Xuan Lian Ly,"Hvidovrevej 88, 2610 Rødovre",1008793480,Aktiv,P-enhed,01.12.2001,
Al-Faridi Grill og Kebab,"Vigerslevvej 231, 2500 Valby",1010900014,Aktiv,P-enhed,01.07.2006,
DØP - Den Økologiske Pølsemand,"Nørregade 27, st., 1165 København K",1015407987,Aktiv,P-enhed,01.08.2009,
PANDEKAGEHUSET,"Nødebo, 3480 Fredensborg",1008574452,Aktiv,P-enhed,01.07.2001,
ØST KEBABEN,"Fredskovhellet 1A, 3400 Hillerød",1010691571,Aktiv,P-enhed,01.04.2005,
Den Gyldne Kylling v/ Morten Kurtz,"Roskildevej 5, 3600 Frederikssund",1008405987,Aktiv,P-enhed,23.04.2001,
IS PAVILLIONEN ApS,"Strandvejen 148, 2920 Charlottenlund",1017087807,Aktiv,P-enhed,27.08.2011,
Nørrebro's Shawarma,"Folmer Bendtsens Plads 4, st. th, 2200 København N",1028029248,Aktiv,P-enhed,01.03.2022,
Bagel Express,"Lille Torv 10, st., 3700 Rønne",1028299148,Aktiv,P-enhed,01.06.2022,
I-s-a ApS,"Carl Jacobsens Vej 17X, 2500 Valby",1021896736,Aktiv,P-enhed,31.10.2016,
M&F Food ApS,"H.C. Ørsteds Vej 50A, 1879 Frederiksberg C",1030650030,Aktiv,P-enhed,06.09.2024,
Gourmet 33,"Centrumgaden 33, 2750 Ballerup",1030830535,Aktiv,P-enhed,01.08.2024,
Come,"Flæsketorvet 44, 1711 København V",1030605051,Aktiv,P-enhed,04.06.2024,
WGS Burger ApS,"Ved Bellahøj Syd 24B, 9. th, 2700 Brønshøj",1029190549,Aktiv,P-enhed,04.04.2023,
Galakse Grillen ApS,"Veksøvej 1B, 4. th, 2700 Brønshøj",1029289162,Aktiv,P-enhed,04.05.2023,
Petersens pølsevogn,"Snorrebakken 13, 2770 Kastrup",1029079869,Aktiv,P-enhed,01.01.2023,
Kroghs Pølsevogn,"Ved Klædebo 9, 2970 Hørsholm",1029357397,Aktiv,P-enhed,01.06.2023,
Little Italy Pizzaria KBH,"Vester Voldgade 87, 1552 København V",1031173597,Aktiv,P-enhed,20.03.2025,
Falafel Bornholm,"Møllegade 11, 3700 Rønne",1024019310,Aktiv,P-enhed,01.10.2018,
Festudlejning-Kbh.dk,"Rebekkavej 2, kl., 2900 Hellerup",1024198495,Aktiv,P-enhed,01.01.2019,
Pizza Deli Allinge,"Lindeplads 1, kl., 3770 Allinge",1031138120,Aktiv,P-enhed,15.03.2025,
Efe's Kebab,"Ørestads Boulevard 21, 2300 København S",1031124642,Aktiv,P-enhed,03.03.2025,
Hornbæk Havnegrill,"Havnevej 24, 3100 Hornbæk",1018727052,Aktiv,P-enhed,01.11.2013,
Flæskestegen.,"Østergade 2, 3740 Svaneke",1019983974,Aktiv,P-enhed,15.03.2015,
Pizza 2000 v/Sükrü,"Nordre Fasanvej 143, 2000 Frederiksberg",1027734126,Aktiv,P-enhed,17.11.2021,
Indian Curry Grill & Catering,"Emdrupvej 149, 2400 København NV",1030315657,Aktiv,P-enhed,29.04.2024,
Ib Lynæs,"Fiskergade 8, 3390 Hundested",1031013999,Aktiv,P-enhed,23.01.2025,
KB Foods ApS,"Snogebæk, 3730 Nexø",1030159655,Aktiv,P-enhed,29.02.2024,
Kongekronen ApS,"Herlevvænge 30, 1. th, 2730 Herlev",1031222636,Aktiv,P-enhed,01.04.2025,
LA PALMA APS,"Vildtbanestien 25, 2635 Ishøj",1027294029,Aktiv,P-enhed,25.06.2021,
DURUM BAR ApS,"Kalvebod Brygge 32, 1560 København V",1017926078,Aktiv,P-enhed,13.09.2012,
Familiegrillen,"Industrivænget 2, 3400 Hillerød",1024139707,Aktiv,P-enhed,01.12.2018,
JUNGLE GRILL APS,"Holsbjergvej 47, 2620 Albertslund",1024227592,Aktiv,P-enhed,18.12.2018,
SANDWICH DK ApS,"Latyrus Alle 20, 2770 Kastrup",1020173935,Aktiv,P-enhed,16.02.2015,
Cafe Andersen,"Sverigesvej 7, 3770 Allinge",1020419012,Aktiv,P-enhed,01.06.2015,
ADRI EATS,"Sthensvej 12, 2630 Taastrup",1021251859,Aktiv,P-enhed,13.03.2016,
RUDYMAD,"Jansvej 12, st. th, 2300 København S",1020951512,Aktiv,P-enhed,01.03.2016,
Den Flyvende Pandekage,"Tomsgårdsvej 96, 4. th, 2400 København NV",1024822040,Aktiv,P-enhed,27.06.2019,
zeenat,"Østergade 14B, st., 3200 Helsinge",1024752964,Aktiv,P-enhed,31.05.2019,
Burger Factory ApS,"Hammervej 2, 2970 Hørsholm",1024803356,Aktiv,P-enhed,21.06.2019,
ISTID ApS,"Göteborg Plads 10, 2150 Nordhavn",1024767562,Aktiv,P-enhed,26.06.2019,
E.A.N. ApS,"Rødager Alle 51A, 2610 Rødovre",1024547775,Aktiv,P-enhed,27.03.2019,
Patats Kebab & Grill,"Islevhusvej 9, 2700 Brønshøj",1024568969,Aktiv,P-enhed,09.04.2019,
Maximus Enterprises,"Vesterbrogade 19, 1620 København V",1024708493,Aktiv,P-enhed,15.05.2019,
PØLSEVOGNEN I/S,"Gammel Køge Landevej 232B, 2650 Hvidovre",1002217279,Aktiv,P-enhed,01.09.1982,
S/I NYVEST CENTRET,"Kirkevej 8, 3720 Aakirkeby",1002167341,Aktiv,P-enhed,01.11.1980,
Taste Fresh Thai Food Kitchen,"Vejledalen 204, 2635 Ishøj",1026273303,Aktiv,P-enhed,01.10.2020,
Julios Pizze Cucina,"Sundholmsvej 41, 2300 København S",1027268060,Aktiv,P-enhed,15.06.2021,
Silos Køkken 2,"Gammeltorv 2, st., 1457 København K",1021680903,Aktiv,P-enhed,01.09.2016,
Cafe Alex v/Ismet Sahin,"Hovedgaden 40, 3460 Birkerød",1001163305,Aktiv,P-enhed,15.03.1993,
Pizza Palace,"Sallingvej 24, 2720 Vanløse",1030596338,Aktiv,P-enhed,19.08.2024,
El Nene,"Tranevej 6A, 4. th, 2400 København NV",1030394336,Aktiv,P-enhed,29.05.2024,
Kcal Factory - Frederiksberg,"Gammel Kongevej 172C, st., 1850 Frederiksberg C",1026994671,Aktiv,P-enhed,09.04.2021,
Mustafa Cetin/MC,"Egevolden 28, 7. tv, 2650 Hvidovre",1031113756,Aktiv,P-enhed,26.02.2025,
Madkilden,"Fabriksparken 2, 2600 Glostrup",1028054358,Aktiv,P-enhed,07.03.2022,
Nordisk Falafel Frederiksberg,"Godthåbsvej 26, 2000 Frederiksberg",1027855756,Aktiv,P-enhed,03.01.2022,
HMK v/Hassan Jaber,"Ørestads Boulevard 21, 2300 København S",1028035485,Aktiv,P-enhed,01.03.2022,
Berlin Gemüse Kebab ApS,"Åboulevard 80, 2200 København N",1027986931,Aktiv,P-enhed,09.02.2022,
Robertos Pizza,"Slotsherrensvej 139, 2720 Vanløse",1027964938,Aktiv,P-enhed,01.02.2022,
Kebab hytten,"Ågården 15, 1. tv, 2635 Ishøj",1027990211,Aktiv,P-enhed,09.02.2022,
Flavour ApS,"Ingerslevsgade 150, 3. th, 1705 København V",1026719212,Aktiv,P-enhed,22.01.2021,
Nivå Strandpark Ishus,"Nivå Strandpark 21, 2990 Nivå",1028137067,Aktiv,P-enhed,01.04.2022,
Moo Moo Cafe,"Bredgade 49, 1260 København K",1028249345,Aktiv,P-enhed,01.06.2022,
Lago Di Marco 1,"Larsbjørnsstræde 22, st. th, 1454 København K",1028125204,Aktiv,P-enhed,16.03.2022,
PIZZASLOTTET,"Dyrehavsbakken 37A, 2930 Klampenborg",1028138993,Aktiv,P-enhed,01.04.2022,
La Bufala,"Sigynsgade 59, st. tv, 2200 København N",1028163106,Aktiv,P-enhed,06.04.2022,
"SSP DK, AFD. 58, Steff Pølsebar Airrival T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028257658,Aktiv,P-enhed,29.04.2022,
Ocean Kebab ApS,"Ørestads Boulevard 21, 2300 København S",1028294391,Aktiv,P-enhed,26.05.2022,
Baren,"Sverigesvej 6, 3770 Allinge",1028332633,Aktiv,P-enhed,13.06.2022,
Pizzatime di anas,"Kongelundsvej 306, 2770 Kastrup",1028374417,Aktiv,P-enhed,01.07.2022,
TT Automater ApS,"Seminariehaven 8, 3400 Hillerød",1016433507,Aktiv,P-enhed,02.11.2010,
The Bagel Co APS,"Østerfælled Torv 1, 2100 København Ø",1011340241,Aktiv,P-enhed,03.01.2005,
Metro Kebab,"Hammelstrupvej 10, 3. tv, 2450 København SV",1030838986,Aktiv,P-enhed,26.08.2024,
Lulis,"Gyngemose Parkvej 36, st. tv, 2860 Søborg",1030845354,Aktiv,P-enhed,18.11.2024,
Dej I Centrum,"Solen 9B, 3390 Hundested",1030782433,Aktiv,P-enhed,01.06.2024,
Chávez ApS,"Gammel Kongevej 161, 1850 Frederiksberg C",1030827747,Aktiv,P-enhed,08.11.2024,
klik.dk ApS,"Lufthavnsboulevarden 10, 2770 Kastrup",1030812553,Aktiv,P-enhed,04.11.2024,
SUPER KIOSKEN V/MUSTAFA UZMAY,"Nordre Frihavnsgade 12, 2100 København Ø",1002972226,Aktiv,P-enhed,01.10.1991,
ESPERIA PIZZA BAR V/SEDAT SYTCY,"Stengårds Alle 210, 2860 Søborg",1003467773,Aktiv,P-enhed,01.05.1995,
Orientalsk Steak House v/ Hosam M.A,"Enghavevej 71, 1674 København V",1016865458,Aktiv,P-enhed,17.05.2011,
Restaurants Puks Køkken,"Vandkunsten 6, 1467 København K",1031195523,Aktiv,P-enhed,27.03.2025,
TINAS PØLSER ApS,"Storemøllevej 5, 2635 Ishøj",1016900687,Aktiv,P-enhed,01.06.2011,
Lydolph's Isbar v/Linda Jensen,"Strandvejen 167, 2900 Hellerup",1012238068,Aktiv,P-enhed,01.04.2006,
Yankees & Canucks,"Refshalevej 167C, 1432 København K",1029969341,Aktiv,P-enhed,03.01.2024,
SMOOTHIES ApS,"Dyrehavevej 1, 2930 Klampenborg",1018945106,Aktiv,P-enhed,04.12.2013,
Kebabi ApS,"Jernbane Allé 42A, 2720 Vanløse",1030276317,Aktiv,P-enhed,06.04.2024,
LA BARACCA APS,"Strandlodsvej 11K, 3. tv, 2300 København S",1023537938,Aktiv,P-enhed,17.04.2018,
Hundige Pizza ApS,"Horsbred 169, 2625 Vallensbæk",1023576909,Aktiv,P-enhed,30.04.2018,
Villabyernes Grill v/Quang Khanh Duong,"Vangede Bygade 90, st. tv, 2820 Gentofte",1000121506,Aktiv,P-enhed,01.06.1992,
Thai take A way v/Samarn Hlongkham,"Sirgræsvej 4, 2770 Kastrup",1009894760,Aktiv,P-enhed,01.06.2003,
monicas pølser,"Hyldegårds Tværvej 3, 2920 Charlottenlund",1031016742,Aktiv,P-enhed,26.11.2024,
SYDHAVNENS GRILL V/JOHN SJØSTRØM,"Munch Petersens Vej 17, 3700 Rønne",1003645272,Aktiv,P-enhed,01.01.1996,
Vaffelbageren I/S,"Nyhavn 49, 1051 København K",1003673029,Aktiv,P-enhed,01.01.1996,
The Bagel Co APS,"H.C. Ørsteds Vej 51, 1879 Frederiksberg C",1003743642,Aktiv,P-enhed,03.07.2000,
Nørrebros Shawarma ApS,"Folmer Bendtsens Plads 4, st. th, 2200 København N",1031031237,Aktiv,P-enhed,08.01.2025,
VALBY GRILL V/SHI YI MA,"Toftegårds Allé 19, st. tv, 2500 Valby",1004190221,Aktiv,P-enhed,15.08.1997,
TONG ENG GRILL V/ZHENG QI LI,"Øster Farimagsgade 20, 2100 København Ø",1004315221,Aktiv,P-enhed,15.12.1997,
I.T.S.K ApS,"Peter Bangs Vej 97, 2000 Frederiksberg",1030306062,Aktiv,P-enhed,04.04.2024,
KULINARIS V/RENE MORTENSEN,"Østerbrogade 98, 2100 København Ø",1004064706,Aktiv,P-enhed,01.05.1997,
Le Grill & Kebab v/Veysel Kücükavci,"Nordre Fasanvej 52, 2000 Frederiksberg",1025088375,Aktiv,P-enhed,27.09.2019,
Hoshi ApS,"Slotsherrensvej 216, 2610 Rødovre",1025080803,Aktiv,P-enhed,01.09.2019,
Pop Op Food,"Vester Torv 24, 3060 Espergærde",1024965232,Aktiv,P-enhed,27.09.2019,
PIZZA TIME APS BISTRO 2000,"Reberbanegade 3, 2300 København S",1003582754,Aktiv,P-enhed,25.08.1995,
ROMA PIZZARIA V/RAMAZAN KOYLØ,"Lupinkrogen 4, 3460 Birkerød",1003577301,Aktiv,P-enhed,06.11.1995,
Mondo Pizzaria,"Terosevej 4, 2770 Kastrup",1024845261,Aktiv,P-enhed,01.07.2019,
Gourmet 33 ApS,"Centrumgaden 33, 2750 Ballerup",1028369235,Aktiv,P-enhed,27.06.2022,
CHEUNGS GRILL V/CHIN HONG HOANG,"Hollænderdybet 22, 2300 København S",1001400889,Aktiv,P-enhed,01.09.1994,
PØLSEVOGN v/ LONE M. PEDERSEN,"Njalsgade 71, 1. th, 2300 København S",1007791514,Aktiv,P-enhed,01.08.2000,
Helsinge Pizza Ucler Saribayir,"Hammerichsvej 2A, 3200 Helsinge",1007723055,Aktiv,P-enhed,16.06.2000,
Centergrill v/Mevlüt Senel,"Humlebæk Center 14, 3050 Humlebæk",1013718144,Aktiv,P-enhed,01.10.2007,
Cafe M & Pizzaria,"Buddingevej 270, 2860 Søborg",1014435774,Aktiv,P-enhed,01.04.2008,
Pizza & Burgerhouse v/Özgür Karaca,"Birkmosevej 2, 2610 Rødovre",1013292295,Aktiv,P-enhed,01.05.2007,
STEFANOS PIZZA ApS,"Stefansgade 33, st. tv, 2200 København N",1012543154,Aktiv,P-enhed,18.08.2006,
Bella Pizzeria v/Bislim Dauti,"Frederikssundsvej 37, 2400 København NV",1010313240,Aktiv,P-enhed,02.02.2004,
The Sandwich,"Njalsgade 10, 2300 København S",1010229878,Aktiv,P-enhed,01.12.2003,
Sofie Grill & Pizza v/Hasan Vurucu,"Farum Hovedgade 15, 3520 Farum",1008930046,Aktiv,P-enhed,01.02.2002,
Luna Rossa v/Farsat Jahmar Taha,"Valby Langgade 44A, 2500 Valby",1009036179,Aktiv,P-enhed,01.04.2002,
Bellahøj Gastronomia Italiana Quattro,"Frederikssundsvej 110, 2400 København NV",1010300955,Aktiv,P-enhed,01.01.2004,
Zafaran v/Ali Dadras,"Blågårdsgade 9B, 2200 København N",1010747011,Aktiv,P-enhed,01.04.2004,
Gastronomia Italiana 3 v/Sourod Youssef Hussein,"Østerbrogade 130, 2100 København Ø",1014557837,Aktiv,P-enhed,01.07.2008,
Bolan Pizzaria & Grill House,"Øresundsvej 26D, 2300 København S",1014869359,Aktiv,P-enhed,15.11.2008,
DEN RØDE TOMAT ApS,"Hovedgaden 45, 3220 Tisvildeleje",1013534523,Aktiv,P-enhed,16.08.2007,
Park pizza v/ Vedat Demir,"Østerbrogade 146, 2100 København Ø",1014227225,Aktiv,P-enhed,01.03.2008,
Hos Nicola v/Zaro Fariki,"Wildersgade 34A, kl., 1408 København K",1013553579,Aktiv,P-enhed,01.09.2007,
Twins ApS,"Måløv Hovedgade 56, st. tv, 2760 Måløv",1007915418,Aktiv,P-enhed,20.09.2000,
Lyngerup Pizzeria v/ Ali Kemal Avci,"Lyngerup, 3630 Jægerspris",1008957122,Aktiv,P-enhed,01.02.2002,
Palæ Isbar v/Marian A Barfod,"Dyrehavsbakken 65, 2930 Klampenborg",1008398808,Aktiv,P-enhed,01.03.2001,
La Tradizionale,"Nordre Fasanvej 9, 2000 Frederiksberg",1017311456,Aktiv,P-enhed,01.12.2011,
Konge Burger & Pizzaria v/Sami Kücükgoncü,"Bymidten 61, 3500 Værløse",1017271527,Aktiv,P-enhed,01.01.2012,
Mexibar v/Kim Engel,"Elmegade 27, st. tv, 2200 København N",1017472239,Aktiv,P-enhed,01.02.2012,
ANTICO FORNO A LEGNA PIZZERIA v/Adem Beciri,"Jydeholmen 49, st. th, 2720 Vanløse",1017077178,Aktiv,P-enhed,01.09.2011,
Royal Bagel Corner v/Sedula Esati,"Gammel Bagsværdvej 22, 2800 Kgs.Lyngby",1017428272,Aktiv,P-enhed,01.02.2012,
Time Out v/Cengiz Sütgöl,"Skovgårdsvej 23, 3200 Helsinge",1017823503,Aktiv,P-enhed,01.09.2012,
Sicillia Pizza I/S,"Rudolph Berghs Gade 1, 2100 København Ø",1024219549,Aktiv,P-enhed,01.01.2019,
Det Lille Køkken i Hornbæk,"Nordre Strandvej 357A, st. th, 3100 Hornbæk",1024670313,Aktiv,P-enhed,03.05.2019,
POW Pizza ApS,"Kapelvej 5, kl. tv, 2200 København N",1024187124,Aktiv,P-enhed,04.12.2018,
Chilli Grill Kebab v/ Ugur Özdemir,"Kastruplundgade 15, 2770 Kastrup",1024190621,Aktiv,P-enhed,05.11.2018,
Blågårds Kebab,"Blågårdsgade 31, st. th, 2200 København N",1024881845,Aktiv,P-enhed,01.08.2019,
Fiorentina 3 v/ Ahmet,"Kastruplundgade 25, 2770 Kastrup",1025253538,Aktiv,P-enhed,18.11.2019,
Cafe Kultur,"Gl Holte, 2840 Holte",1025368815,Aktiv,P-enhed,01.01.2020,
Havnens BBQ ApS,"Torvegade 64, 1400 København K",1025371247,Aktiv,P-enhed,27.12.2019,
Piazza Navona,"Slotsherrensvej 212, 2610 Rødovre",1025544966,Aktiv,P-enhed,07.02.2020,
Fresh Kitchen,"Skyttehusene 64, 2620 Albertslund",1025022714,Aktiv,P-enhed,01.10.2019,
Da Cavallino,"Nordre Fasanvej 137, 2000 Frederiksberg",1020135057,Aktiv,P-enhed,01.03.2015,
Yigitcan ApS,"Holte Stationsvej 14, 2840 Holte",1023382519,Aktiv,P-enhed,23.02.2018,
PIZZA EXPRESSEN APS,"Vallensbæk Stationstorv 41, 2665 Vallensbæk Strand",1023605291,Aktiv,P-enhed,10.05.2018,
Mamma Rosa Pizzaria ApS,"Gefionsvej 45B, 3000 Helsingør",1023678841,Aktiv,P-enhed,01.06.2018,
Grønnevang Pizzeria & Grillhus,"Jespervej 54, 3400 Hillerød",1023488163,Aktiv,P-enhed,03.04.2018,
IL Santo Pizza,"Vigerslevvej 268, 2500 Valby",1021166932,Aktiv,P-enhed,01.03.2016,
Suphan,"Gothersgade 36, 1123 København K",1018626493,Aktiv,P-enhed,01.08.2013,
Bornholms Ismejeri & Kaffebar,"Postgade 3, 3740 Svaneke",1018662511,Aktiv,P-enhed,01.08.2013,
COSTA PIZZA & BURGERHOUSE ApS,"Torpenvej 15, 3050 Humlebæk",1018750372,Aktiv,P-enhed,01.09.2013,
Pizzeria Imperia,"Nørre Farimagsgade 68, 1364 København K",1019092611,Aktiv,P-enhed,01.03.2014,
Steffs Place Rødovre Centrum v/ Yüksel Kücükyildiz,"Rødovre Centrum 1M, st. 179, 2610 Rødovre",1020205497,Aktiv,P-enhed,01.03.2015,
Castello Pizzaria,"Benediktevej 2, 3480 Fredensborg",1019595559,Aktiv,P-enhed,01.09.2014,
Leif's Pizzeria,"Ægirsgade 43, st., 2200 København N",1019964538,Aktiv,P-enhed,09.12.2014,
Golden Indian Restaurant & Take Away,"Lystoftevej 52, 2800 Kgs. Lyngby",1019686333,Aktiv,P-enhed,08.09.2014,
China grill,"Buddinge Hovedgade 220, 2880 Bagsværd",1020471731,Aktiv,P-enhed,18.06.2015,
Silas Kebab,"Amagerbrogade 124, 2300 København S",1020567712,Aktiv,P-enhed,01.07.2015,
Marios Pizza ApS,"Taastrup Hovedgade 56, st., 2630 Taastrup",1025184080,Aktiv,P-enhed,30.10.2019,
Mina Kebab Brønshøj,"Frederikssundsvej 183A, 2700 Brønshøj",1025567753,Aktiv,P-enhed,11.02.2020,
ALANYA PIZZA I/S,"Skovvej 99, 2750 Ballerup",1025980855,Aktiv,P-enhed,01.07.2020,
Vera Italiana Uno,"Valby Langgade 88A, 2500 Valby",1026229770,Aktiv,P-enhed,04.09.2020,
Leziz Konya,"Høje Taastrup Boulevard 62, 2630 Taastrup",1026167783,Aktiv,P-enhed,19.08.2020,
Bentzons Pizzaria,"Bentzonsvej 21, 2000 Frederiksberg",1019752034,Aktiv,P-enhed,01.10.2014,
JBR ApS,"Vedbæk Strandvej 421, 2950 Vedbæk",1019948737,Aktiv,P-enhed,03.12.2014,
Montalbano,"Helsingørsgade 19, 3400 Hillerød",1018735837,Aktiv,P-enhed,28.09.2013,
Antoni Pizzaria v/Süleyman Fil,"Flakholmen 2, 2720 Vanløse",1018272721,Aktiv,P-enhed,01.03.2013,
FS Handel,"Gammel Roskildevej 13, st. tv, 3650 Ølstykke",1018228617,Aktiv,P-enhed,01.02.2013,
Pizzaria Napoli v/Arbrim Bedzeti,"Øster Farimagsgade 16B, 2100 København Ø",1018413686,Aktiv,P-enhed,01.04.2013,
Tåstrup Grill Kebab,"Parkvej 6, 2630 Taastrup",1018774905,Aktiv,P-enhed,01.10.2013,
Smileys Kebab,"Dyringparken 138, 2660 Brøndby Strand",1018807773,Aktiv,P-enhed,10.10.2013,
Ali Baba Kebab,"Banegårdspladsen 3, 2750 Ballerup",1022337080,Aktiv,P-enhed,04.04.2017,
Saranda Pizzaria v/Fahri Atik,"Holmbladsgade 103, 2300 København S",1021930721,Aktiv,P-enhed,01.01.2017,
Pizzeria Scamorza,"Østerbrogade 93, 2100 København Ø",1022542776,Aktiv,P-enhed,01.07.2017,
Thai Me Up Take Out,"Rantzausgade 8A, kl. th, 2200 København N",1026651472,Aktiv,P-enhed,05.01.2021,
Milas Cantina ApS,"Amager Landevej 142, 2770 Kastrup",1026722191,Aktiv,P-enhed,14.01.2021,
Sheen Lunch,"Kastruplundgade 4, 2770 Kastrup",1026732480,Aktiv,P-enhed,22.01.2021,
SMOKEY´S BURGER BAR ApS,"Vesterbrogade 133, 1620 København V",1026806778,Aktiv,P-enhed,13.02.2021,
Vaffelbageren ApS,"Nyhavn 49, 1051 København K",1026565061,Aktiv,P-enhed,01.12.2020,
HamHam House ApS,"Kanalens Kvt 198, 2. th, 2620 Albertslund",1026917782,Aktiv,P-enhed,10.03.2021,
Nyhavn Pizzaria,"Lille Strandstræde 6, kl., 1254 København K",1024999684,Aktiv,P-enhed,01.09.2019,
Renu Thai Take Away ApS,"Havnegade 33, 3770 Allinge",1024003392,Aktiv,P-enhed,27.09.2018,
Spigadoro Italiano Due,"Kompagnistræde 27, 1208 København K",1025513556,Aktiv,P-enhed,01.02.2020,
Cavallino v/Xhemil Isa,"Blegdamsvej 86, 2100 København Ø",1025703452,Aktiv,P-enhed,30.03.2020,
PitaNordic ApS,"Gothersgade 17, st. th, 1123 København K",1025960447,Aktiv,P-enhed,24.06.2020,
Esperia Pizza-Bar,"Kastrupvej 99, 2300 København S",1028788262,Aktiv,P-enhed,16.11.2022,
Pizza Deli Aakirkeby,"Torvet 6, 3720 Aakirkeby",1028378889,Aktiv,P-enhed,01.07.2022,
Hvissinge Kebab og Burger ApS,"Hvissinge Torv 1, 2600 Glostrup",1028598218,Aktiv,P-enhed,22.09.2022,
Ordrups Pizza,"Ordrupvej 102, 2920 Charlottenlund",1028090443,Aktiv,P-enhed,03.03.2022,
"SSP DK, AFD 44, La Place CPH","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028316697,Aktiv,P-enhed,08.06.2022,
Baronen One ApS,"Fragtvej 9, 2450 København SV",1028328970,Aktiv,P-enhed,10.06.2022,
Paparazzi Pizzeria,"Gladsaxevej 109, st. th, 2860 Søborg",1028361951,Aktiv,P-enhed,01.07.2022,
Tacos Mexico ApS,"Ny Kronborgvej 2, 3000 Helsingør",1028514596,Aktiv,P-enhed,25.08.2022,
Kebaben I/S,"Gothersgade 32, st., 1123 København K",1029163886,Aktiv,P-enhed,25.03.2023,
LA ROSA PIZZA ApS,"Gl Holte, 2850 Nærum",1026598105,Aktiv,P-enhed,16.12.2020,
Armandos Pizzaria ApS,"Brogårdsvej 25, 2820 Gentofte",1026659651,Aktiv,P-enhed,08.01.2021,
Torvet Pizza & Kebab,"Torvet 7A, 3400 Hillerød",1026931467,Aktiv,P-enhed,24.02.2021,
Pizza Lazio ApS,"Søborg Hovedgade 82A, 2860 Søborg",1026341295,Aktiv,P-enhed,08.09.2020,
Antoni Pizzeria I/S,"Roskildevej 28A, 3600 Frederikssund",1026653750,Aktiv,P-enhed,01.01.2021,
Dilan Pizza & Cafe v/Gökkan Uygur,"Jagtvej 92, st. tv, 2200 København N",1026494962,Aktiv,P-enhed,01.11.2020,
Helles Smørrebrød,"Industridalen 7, 2635 Ishøj",1027806739,Aktiv,P-enhed,10.12.2021,
Dilo ApS,"Hovedvejen 118, 2600 Glostrup",1021208937,Aktiv,P-enhed,29.02.2016,
KEBABA,"Gammel Kongevej 102, 1850 Frederiksberg C",1030984672,Aktiv,P-enhed,09.01.2025,
Doner Kebab ApS,"Gammeltorv 2, 1457 København K",1025065294,Aktiv,P-enhed,24.09.2019,
Toscana Pizza,"Slagelsegade 2, 2100 København Ø",1021599618,Aktiv,P-enhed,14.07.2016,
Ninos Delikatesse ApS,"Guldbergsgade 18, 2200 København N",1021609370,Aktiv,P-enhed,25.06.2016,
Caw's Take Away ApS,"Jægersborg Alle 37, 2920 Charlottenlund",1022444197,Aktiv,P-enhed,15.05.2017,
Vitalia Pizzaria,"Ordrupvej 52, 2920 Charlottenlund",1029342659,Aktiv,P-enhed,01.06.2023,
Sveagrillen,"Strandgade 74, 3000 Helsingør",1029570708,Aktiv,P-enhed,22.08.2023,
Valby grill og kebab,"Valby Langgade 100, st. tv, 2500 Valby",1029663730,Aktiv,P-enhed,01.10.2023,
Italiensk Stenovn,"Lyngbygårdsvej 100B, 2800 Kongens Lyngby",1028982298,Aktiv,P-enhed,23.01.2023,
Sten & Kul Hørsholm ApS,"Hovedgaden 12A, st. th, 2970 Hørsholm",1029343833,Aktiv,P-enhed,24.05.2023,
CafeKabul,"H.C. Ørsteds Vej 6, 1879 Frederiksberg C",1029766920,Aktiv,P-enhed,13.10.2023,
Neros pizza /v Nderim mustafi,"Østerbrogade 129, 2100 København Ø",1028395473,Aktiv,P-enhed,05.07.2022,
Doy Doy Kebab,"Nørrebrogade 225, st., 2200 København N",1029966857,Aktiv,P-enhed,01.01.2024,
Kristinedal Burgers,"Studiestræde 37, 1455 København K",1029682271,Aktiv,P-enhed,01.09.2023,
Kongens Pizza Lyngby ApS,"Bagsværdvej 66, 2800 Kongens Lyngby",1029697597,Aktiv,P-enhed,29.09.2023,
Aleppo Shawarma & Falafel,"Vesterbrogade 79, 1. tv, 1620 København V",1029712197,Aktiv,P-enhed,05.10.2023,
DÖNER LUX,"Holmbladsgade 27, 2300 København S",1029879105,Aktiv,P-enhed,21.11.2023,
Madhuset Meløse ApS,"Meløse, 3320 Skævinge",1029899041,Aktiv,P-enhed,07.12.2023,
1001 Nat,"Istedgade 73, 1650 København V",1030159809,Aktiv,P-enhed,05.03.2024,
ZW,"Borgbjergsvej 2, st. tv, 2450 København SV",1030237680,Aktiv,P-enhed,04.04.2024,
Zetuna ApS,"Hellerupvej 52, 2900 Hellerup",1030676080,Aktiv,P-enhed,17.09.2024,
